,Range,Mean_Pitch,Most_Common_Pitch,Last_Pitch,Most_Common_Rhythmic_Value
"C:\Users\TEMP.CAMPUS\Downloads\Pensee Lyrique edited midi.mid",55.0, 62.0, 68.0, 72.0, 0.5
